,name,year,TDP,price,G3DMark,G2DMark
1518,Radeon X1700 Targa Edition,2012,-1,0,117,255
1519,FireGL V7200,2010,-1,0,116,348
1520,GeForce 310M,2012,14,0,116,77
1521,Radeon X1600 XT,2012,42,0,116,356
1522,FireGL V5200,2009,-1,0,115,348
1523,GeForce 8600 GS,2009,47,0,115,271
1524,GeForce Go 7800,2009,35,0,115,209
1525,Quadro FX 570,2009,38,74.9,115,401
1526,Quadro FX 560,2009,30,150.2,114,360
1527,Radeon HD 2400 Pro,2011,20,0,114,346
1528,Radeon HD 6250,2012,35,0,114,47
1529,FirePro 2260,2010,-1,0,113,431
1530,GeForce 6800,2009,-1,39.9,113,258
1531,GeForce 8600 GT,2012,47,189,113,165
1532,Radeon X1950 Pro,2009,66,0,113,318
1533,Sapphire RADEON X800 GT,2009,-1,0,113,274
1534,Intel HD Modded,2014,-1,0,112,303
1535,Radeon HD 4200,2012,-1,0,112,372
1536,FireGL V7350,2011,-1,19.9,111,344
1537,GeForce G210,2009,-1,63.1,111,148
1538,Mobility Radeon HD 3400 Serisi,2014,-1,0,111,239
1539,Quadro FX 380,2012,34,72.5,111,279
1540,GeForce 6800 LE,2009,-1,0,110,166
1541,GeForce 7300 GT,2009,-1,149.9,110,165
1542,Radeon HD 2600 Pro AGP,2011,-1,0,110,137
1543,Radeon HD 4270,2010,-1,0,110,303
1544,VIA/S3G Chrome 645/640 GPU,2012,-1,0,110,161
1545,XFX Radeon HD 4650 AGP,2019,-1,0,110,138
1546,GeForce 9400,2009,-1,0,108,229
1547,GeForce 9500M GS,2009,20,0,108,161
1548,Quadro FX 370 LP,2012,25,0,108,481
1549,Radeon Infoshock 3000,2017,-1,0,107,475
1550,GeForce Go 6800,2009,-1,0,106,205
1551,GeForce9400M,2009,-1,0,106,161
1552,Radeon X1950 GT,2010,57,0,106,279
1553,GeForce 9450,2013,-1,0,105,342
1554,Mobility Radeon X1700,2010,-1,0,105,228
1555,GeForce 9500M,2009,-1,0,104,320
1556,M880G with Mobility Radeon HD 4250,2012,-1,0,104,270
1557,Quadro FX 1400,2011,70,245,104,294
1558,Quadro FX 3400/4400,2012,101,0,104,239
1559,FireGL V3400,2009,-1,0,103,353
1560,GeForce 6800 GS/XT,2009,-1,0,103,196
1561,Quadro FX 370 Low Profile,2010,-1,0,103,492
1562,Mobility Radeon HD 2400 XT,2011,-1,0,102,246
1563,Quadro FX Go1400,2009,-1,0,102,223
1564,Radeon HD 4350,2012,20,149.9,102,85
1565,GeForce 6600 GT,2010,-1,64.9,101,279
1566,GeForce 8400,2009,-1,589.9,101,314
1567,GeForce 8600M GS,2009,20,0,101,205
1568,Quadro FX 4000,2009,142,0,101,78
1569,GeForce 9400 GT,2010,50,165,99,148
1570,GeForce G100,2012,-1,19.9,99,356
1571,Quadro NVS 420,2009,-1,335.2,99,534
1572,Radeon X1600 Pro,2012,41,0,99,273
1573,GeForce 8400M GT,2009,14,0,98,253
1574,GeForce 9300GE,2009,-1,18,98,367
1575,ION LE,2009,-1,0,98,96
1576,Matrox G200eW3 WDDM 2.0,2017,-1,0,98,461
1577,Mobility Radeon HD 3430,2009,-1,0,98,260
1578,Mobility Radeon HD 4250,2010,-1,0,98,280
1579,Radeon 3000,2012,-1,319,98,414
1580,RADEON X800 XT,2012,-1,0,98,271
1581,GeForce 210,2009,30.5,38.97,97,104
1582,Mobility Radeon HD serie 4200,2013,-1,0,97,227
1583,Radeon HD 3000,2014,-1,0,96,264
1584,GeForce 6700 XL,2009,-1,0,95,243
1585,MEDION RADEON X740XL,2009,-1,0,95,228
1586,Mobility Radeon HD 3470 Hybrid X2,2009,-1,0,94,206
1587,FireGL V5100,2009,-1,0,93,250
1588,GeForce G102M,2009,-1,0,93,265
1589,M880G with Mobility Radeon HD 4200,2009,-1,0,93,260
1590,Mobility Radeon HD 3470,2009,-1,0,93,250
1591,Mobility Radeon HD 4270,2010,-1,0,93,282
1592,Quadro FX 370M,2009,20,0,93,334
1593,Quadro NVS 150M,2009,10,0,93,327
1594,GeForce 8300,2009,-1,22.6,92,330
1595,GeForce 9300 GS,2009,-1,59.9,92,324
1596,GeForce G205M,2010,-1,0,92,294
1597,Mobility Radeon X1600,2009,-1,0,92,236
1598,nForce 780a SLI,2009,-1,0,92,425
1599,RADEON X600XT,2009,-1,0,92,258
1600,Mobility Radeon HD 3450,2009,-1,0,91,247
1601,Mobility Radeon HD 4200,2011,-1,0,91,260
1602,Quadro NVS 290,2009,-1,45,91,401
1603,Quadro NVS 295,2009,23,71.38,91,303
1604,Mobility Radeon HD 2400,2010,-1,0,90,212
1605,GeForce 6610 XL,2009,-1,0,89,288
1606,Quadro NVS 140M,2009,10,0,89,284
1607,Intel Media Accelerator HD,2011,-1,0,88,93
1608,Quadro FX 360M,2009,17,0,87,308
1609,Intel Q45/Q43 Express Chipset,2009,-1,0,86,106
1610,Quadro FX 350,2009,21,0,86,378
1611,FireGL V3200,2009,-1,0,85,236
1612,GeForce 9300M G,2009,13,0,85,242
1613,Radeon X1650 Pro,2010,44,160.8,85,241
1614,ALL-IN-WONDER X800 GT,2009,-1,0,84,186
1615,GeForce 999 GTX,2017,-1,0,84,138
1616,Quadro FX 370,2009,35,125,84,385
1617,Radeon X1300 PRO,2009,-1,0,84,313
1618,RADEON X800 GT,2009,-1,0,84,423
1619,GeForce 9300M GS,2009,13,19.9,83,182
1620,nForce 750a SLI,2009,-1,0,83,351
1621,GeForce 8400M GS,2009,11,14.9,82,249
1622,GeForce 9100,2009,-1,0,82,345
1623,GeForce 9300 SE,2015,-1,0,82,344
1624,MOBILITY FireGL V5000,2009,-1,0,82,223
1625,Mobility Radeon X2500,2009,-1,0,82,235
1626,nForce 980a/780a SLI,2009,-1,0,82,367
1627,Radeon HD 3200,2012,-1,0,82,227
1628,RADEON X850 XT Platinum Edition,2011,-1,0,82,261
1629,GeForce 9200M GE,2009,-1,0,81,225
1630,Mobility Radeon 4100,2010,-1,0,81,265
1631,Quadro FX 540,2009,35,59.9,81,294
1632,RADEON X800 XT Platinum Edition,2012,-1,0,81,170
1633,RADEON X850 XT,2009,-1,0,81,326
1634,GeForce G 105M,2009,14,0,80,115
1635,RADEON X800GT,2009,-1,0,80,264
1636,GeForce 8100 / nForce 720a,2009,-1,0,79,308
1637,GeForce 8200,2009,-1,0,79,313
1638,GeForce 9300 GE,2009,-1,22.9,79,241
1639,Radeon HD 2350,2009,20,0,77,262
1640,RADEON X800 GTO,2010,-1,0,77,306
1641,M860G with Mobility Radeon 4100,2009,-1,0,76,203
1642,RADEON X700 PRO,2009,-1,0,76,302
1643,Radeon X1650 GTO,2009,-1,0,75,384
1644,FireMV 2450,2011,-1,0,74,610
1645,GeForce 7350 LE,2009,-1,0,74,281
1646,Intel 82945G Express,2009,-1,0,74,50
1647,Radeon 3100,2012,-1,164.99,74,228
1648,Radeon HD 3450,2011,25,44.9,74,103
1649,Mobility Radeon HD 4300 Serisi,2013,-1,0,73,216
1650,Quadro NVS 450,2009,-1,139.9,73,345
1651,RADEON X700,2010,-1,0,73,248
1652,RADEON X800 PRO/GTO,2009,-1,0,73,181
1653,RADEON X850 PRO,2010,-1,0,73,157
1654,FireGL V7100,2009,-1,0,72,223
1655,M880G with Mobility Radeon HD 4225,2010,-1,0,72,183
1656,MEDION RADEON 9800 XXL,2010,-1,0,72,187
1657,FireGL V3300,2009,-1,0,71,326
1658,ION,2009,-1,229.9,71,70
1659,Radeon X1650 SE,2009,-1,0,71,358
1660,Radeon X550XTX,2009,-1,0,71,240
1661,RADEON X700 SE,2009,-1,0,71,348
1662,BASICDISPLAY,2015,-1,0,70,691
1663,Diamond X1300-PCIE 256MB,2013,-1,0,70,286
1664,GeForce 6600,2009,-1,149.9,70,169
1665,FireGL V3350,2009,-1,0,69,336
1666,GeForce Go 6600,2009,-1,0,69,209
1667,Quadro FX 3000,2009,-1,166.6,69,178
1668,Radeon X1600 Pro / X1300XT,2010,-1,0,69,285
1669,RADEON X800 XL,2011,-1,0,69,271
1670,GeForce 8400 SE,2009,-1,0,68,290
1671,Intel B43 Express Chipset,2009,-1,0,68,188
1672,Intel G45/G43/G41 Express Chipset,2011,-1,0,68,318
1673,Matrox G200eR WDDM 1.2,2014,-1,0,68,582
1674,Matrox G200eR WDDM 2.0,2017,-1,0,68,457
1675,256MB RADEON X600,2009,-1,0,67,252
1676,GeForce 8300 GS,2009,40,0,67,314
1677,GeForce G 103M,2012,14,0,67,81
1678,MOBILITY RADEON X700,2010,-1,0,67,200
1679,Radeon X1550,2009,27,113,67,253
1680,128MB DDR Radeon 9800 Pro,2009,-1,0,66,175
1681,GeForce 7300 GS,2009,-1,0,66,298
1682,GeForce 9100M G,2009,-1,0,66,150
1683,Mobility Radeon HD 4225,2010,-1,0,66,174
1684,GeForce 9200M GS,2009,13,0,65,135
1685,Quadro NVS 160M,2009,12,0,65,158
1686,RADEON X800 PRO,2009,-1,0,65,190
1687,M71-M,2010,-1,0,64,141
1688,Quadro FX 550,2009,25,149,64,325
1689,GeForce Go 7400,2009,-1,0,63,221
1690,Intel HD manual-15.28-1861,2015,-1,0,63,72
1691,Mobility Radeon HD 3410,2010,-1,0,63,130
1692,128 DDR Radeon 9800 Pro,2010,-1,0,62,191
1693,MOBILITY FireGL V3200,2009,-1,0,62,238
1694,Quadro FX 350M,2009,15,0,62,257
1695,GeForce 7500 LE,2012,-1,0,61,157
1696,Mobile Intel 45 Express,2010,-1,0,61,117
1697,SAPPHIRE Radeon X1550,2010,-1,0,61,285
1698,Intel G45/G43 Express Chipset,2009,24,0,60,91
1699,MOBILITY RADEON X700 XL,2010,-1,0,60,189
1700,Radeon 2100,2009,-1,121,60,286
1701,FireGL X1,2009,-1,0,59,167
1702,GeForce 6800 XE,2009,-1,0,59,166
1703,GeForce 8400M G,2009,10,0,59,241
1704,GeForce FX 5950 Ultra,2009,-1,0,59,274
1705,Matrox G200e WDDM 1.2,2013,-1,0,59,505
1706,Quadro NVS 130M,2009,10,0,59,330
1707,RADEON 9800 PRO,2009,-1,0,59,153
1708,Intel - Express Chipset Q45/Q43,2011,-1,0,58,336
1709,RADEON 9800,2010,-1,210.5,58,191
1710,Radeon X1300,2009,-1,16.9,58,237
1711,GeForce 8200M G,2009,19.2,0,57,202
1712,Intel - Express Chipset G41,2011,-1,0,57,325
1713,Intel G41 Express-Chipsatz,2012,-1,0,57,267
1714,Intel Q45/Q43 Express-Chipsatz,2010,-1,0,57,352
1715,Quadro NVS 135M,2010,10,0,57,272
1716,RADEON 9800 XT,2009,-1,0,57,160
1717,RADEON X600 256MB HyperMemory,2009,-1,0,57,210
1718,GeForce 7300 LE,2012,-1,32,56,285
1719,RADEON X550XT,2009,-1,0,56,224
1720,RADEON 9700 PRO,2009,-1,0,54,149
1721,FireGL V3100,2009,-1,0,53,275
1722,Matrox G200eh WDDM 1.2,2014,-1,0,52,448
1723,RADEON E2400,2011,-1,0,52,287
1724,Radeon Xpress 1300,2014,-1,0,52,266
1725,FirePro 2450,2010,36,278,51,482
1726,GeForce 6600 LE,2009,-1,0,51,234
1727,GeForce FX Go5700,2009,-1,0,51,171
1728,Intel G41 Express Chipset,2009,-1,0,51,86
1729,Mobility Radeon HD 2300,2012,-1,0,51,211
1730,RADEON X550,2009,-1,0,51,266
1731,GeForce Go 7300,2012,-1,0,50,220
1732,Matrox G200eW WDDM 1.2,2014,-1,0,50,397
1733,MOBILITY RADEON X600,2009,-1,0,50,209
1734,128MB RADEON X600 SE,2009,-1,0,49,229
1735,Matrox G200eh WDDM 2.0,2017,-1,0,49,137
1736,Mobility Radeon X2300 HD,2009,-1,0,49,244
1737,MOBILITY RADEON X600 SE,2009,-1,0,49,233
1738,Radeon X1050,2009,-1,0,49,245
1739,Radeon X1600,2009,-1,0,49,209
1740,Mobility Radeon X2300,2012,-1,0,48,263
1741,Quadro NVS 110M,2009,10,0,48,236
1742,Radeon X1550 64-bit,2009,-1,0,48,257
1743,Quadro NVS 120M,2009,10,0,47,274
1744,SAPPHIRE RADEON 9600 ATLANTIS,2009,-1,0,47,149
1745,FireMV 2250,2009,-1,105.9,46,290
1746,MOBILITY RADEON 9800,2009,-1,0,46,110
1747,GeForce 7300 SE/7200 GS,2009,-1,0,45,77
1748,GeForce Go 6600 TE/6200 TE,2009,-1,0,45,223
1749,GeForce Go 7200,2012,-1,0,45,199
1750,Matrox G200eW,2012,-1,0,45,158
1751,Mobile Intel 4 Express-Chipsatzfamilie,2013,-1,0,45,251
1752,Mobile Intel serie 4 Express,2013,-1,0,45,232
1753,MOBILITY FireGL V5200,2012,-1,0,45,248
1754,128 DDR Radeon 9700 TX w/TV-Out,2011,-1,0,44,152
1755,GeForce 6200,2009,-1,39.9,44,163
1756,GeForce 7100 GS,2009,-1,0,44,287
1757,Mobility Radeon X1400,2009,-1,0,43,226
1758,RADEON 9600 PRO,2011,-1,0,43,163
1759,Radeon Xpress 1250,2012,-1,0,43,197
1760,RADEON 9500 PRO / 9700,2009,-1,0,42,157
1761,GeForce FX 5700,2009,-1,0,41,173
1762,GeForce FX 5900 Ultra,2009,-1,0,41,170
1763,Gigabyte RADEON X300,2009,-1,0,41,209
1764,Matrox G200eh,2013,-1,0,41,449
1765,MOBILITY FIREGL T2,2009,-1,0,41,171
1766,GeForce FX 5900XT,2009,-1,0,40,134
1767,Mobility Radeon X1300,2009,-1,0,40,222
1768,Mobility Radeon X1350,2009,-1,0,40,274
1769,Radeon Xpress 1300M,2011,-1,0,40,195
1770,S3 Chrome 430 ULP,2009,-1,0,40,310
1771,GeForce 7300 SE,2009,-1,0,39,251
1772,GIGABYTE RADEON 9600 PRO,2009,-1,0,39,129
1773,Mobile Intel - famiglia Express Chipset 45,2011,-1,0,39,264
1774,MOBILITY RADEON 9600/9700,2010,-1,0,39,165
1775,256MB DDR Radeon 9800 XT,2009,-1,0,38,192
1776,GeForce 6500,2009,-1,0,38,300
1777,GeForce 7025 / nForce 630a,2012,-1,0,38,66
1778,Quadro NVS 285 128MB,2009,-1,55,38,313
1779,Quadro NVS 440,2009,-1,124.9,38,358
1780,RADEON X300SE,2009,-1,0,38,242
1781,Matrox G200eR,2013,-1,0,37,400
1782,Radeon X1250,2009,-1,0,37,199
1783,CONNECT 3D RADEON X300,2009,-1,0,36,191
1784,FireMV 2200 PCIe,2011,-1,89.9,36,259
1785,MOBILITY RADEON 9600,2009,-1,0,36,172
1786,Quadro FX 1100,2009,-1,212.9,36,178
1787,RADEON 9500,2011,-1,40.5,36,173
1788,Radeon Xpress 1200,2009,-1,0,36,192
1789,GeForce FX 5900,2009,-1,0,35,188
1790,GeForce PCX 5750,2010,-1,0,35,310
1791,Quadro NVS 285,2012,-1,27.9,35,334
1792,RADEON 9550,2009,-1,31.8,35,145
1793,RADEON 9600 XT,2009,-1,0,35,147
1794,GeForce FX 5700 Ultra,2009,-1,0,34,126
1795,GeForce PCX 5900,2009,-1,0,34,258
1796,Mobile Intel 965 Express,2010,-1,0,34,77
1797,MOBILITY FIREGL T2/T2e,2012,-1,0,34,171
1798,MOBILITY RADEON X300,2009,-1,0,34,204
1799,Quadro FX 1000,2009,-1,0,34,266
1800,Quadro FX 1300,2009,55,0,34,276
1801,Radeon Xpress 1100,2009,-1,0,34,187
1802,GeForce 6150 LE,2012,-1,0,33,85
1803,GeForce 6200 TurboCache,2009,-1,0,33,157
1804,GeForce 7150 / nForce 630i,2012,-1,0,33,254
1805,GeForce FX 5700VE,2009,-1,0,33,161
1806,GeForce FX 5900ZT,2009,-1,0,33,129
1807,Intel Media Accelerator,2015,-1,0,33,78
1808,Mobility Radeon X1450,2009,-1,0,33,205
1809,Radeon X1200,2010,-1,0,33,169
1810,GeForce 6200 A-LE,2009,-1,0,32,192
1811,GeForce 7050 PV / nForce 630a,2009,-1,0,32,160
1812,Matrox M9138 LP PCIe x16,2009,-1,0,32,312
1813,Red Hat QXL controller,2015,-1,0,32,270
1814,FireGL T2-128,2009,-1,0,31,178
1815,GeForce 6150SE nForce 430,2012,-1,0,31,55
1816,GeForce 6200 LE,2012,-1,41.2,31,105
1817,GeForce 7050 / nForce 620i,2009,-1,0,31,251
1818,GeForce 7100 / nForce 630i,2009,-1,0,31,301
1819,Intel G35 Express,2010,-1,0,31,317
1820,OpenXT Display Driver,2016,-1,0,31,485
1821,Radeon X1270,2010,-1,0,31,169
1822,All-in-Wonder X1800XL,2011,-1,0,30,283
1823,MOBILITY RADEON 9550,2012,-1,0,30,166
1824,Radeon Xpress 1150,2009,-1,0,30,192
1825,RADEON XPRESS 200,2009,-1,0,30,188
1826,GeForce 6200SE TurboCache,2009,-1,0,29,275
1827,Radeon 9550 / X1050,2010,-1,0,29,150
1828,GeForce 7050 / nForce 610i,2009,-1,0,28,290
1829,GeForce 7050 / nForce 630i,2010,-1,0,27,281
1830,MOBILITY FireGL V5250,2009,-1,0,27,252
1831,MOBILITY RADEON 9700,2009,-1,0,27,158
1832,MOBILITY RADEON XPRESS 200,2009,-1,0,27,176
1833,RADEON 9600 PRO Family,2010,-1,0,27,148
1834,RADEON 9600SE,2009,-1,0,27,143
1835,Radeon Xpress 1270,2009,-1,0,27,191
1836,GeForce 7100 / nForce 620i,2009,-1,0,26,229
1837,Matrox M9125 PCIe x16,2009,-1,0,26,138
1838,PHDGD Sapphire GR for Mobile Intel 965,2017,-1,0,26,243
1839,GeForce 6100 nForce 400,2009,-1,0,25,242
1840,GeForce 6100 nForce 420,2009,-1,0,25,234
1841,GeForce 6150SE,2009,-1,0,25,266
1842,GeForce FX 5700LE,2009,-1,0,25,147
1843,MOBILITY RADEON 9600 PRO TURBO,2009,-1,0,25,137
1844,RADEON 9600 Family,2009,-1,0,25,150
1845,GeForce Go 6400,2009,-1,0,24,212
1846,Mobile Intel 965 Express-Chipsatzfamilie,2014,-1,0,24,203
1847,Quadro NVS 210S,2009,-1,0,24,265
1848,RADEON 9800 SE,2009,-1,0,24,131
1849,ALL-IN-WONDER 9800,2011,-1,0,23,139
1850,GeForce 6100 nForce 430,2009,-1,0,23,249
1851,GeForce 7200 GS,2009,-1,0,23,98
1852,Matrox M9140 LP PCIe x16,2009,-1,0,23,390
1853,RADEON A9800XT,2020,-1,0,23,145
1854,RADEON XPRESS 200M,2009,-1,0,23,176
1855,9xx Soldiers sans frontiers Sigma 2,2014,-1,0,22,253
1856,GeForce 6100 nForce 405,2009,-1,0,22,211
1857,GeForce 6150,2012,-1,299.4,22,250
1858,GeForce 6100,2009,-1,0,21,209
1859,Quadro NVS 210S / GeForce 6150LE,2009,-1,0,21,272
1860,Matrox M9120 PCIe x16,2010,-1,0,20,870
1861,PHDGD Solo 2 x64,2016,-1,0,20,183
1862,QXL KMDOD,2014,-1,0,19,203
1863,GeForce 7150M / nForce 630M,2009,-1,0,18,194
1864,GeForce FX Go 5600,2009,-1,0,18,186
1865,GeForce Go 6100,2009,-1,0,18,181
1866,GeForce Go 6150,2009,-1,0,18,179
1867,Intel G965 Express,2009,-1,0,18,228
1868,Mobile Intel965 Express,2018,-1,0,18,264
1869,Quadro FX 2000,2009,-1,0,18,146
1870,RADEON 9600 TX Family,2010,-1,0,18,138
1871,RADEON XPRESS 200 CROSSFIRE,2014,-1,0,18,164
1872,S3 Chrome S25 DDR2,2011,-1,0,18,252
1873,GeForce FX 5600 Ultra,2009,-1,0,17,122
1874,GeForce FX Go5650,2009,-1,0,17,211
1875,GRID V100-8Q,2018,-1,0,16,149
1876,GeForce Go 6200,2009,-1,0,15,204
1877,NV44,2011,-1,0,15,251
1878,Quadro FX 500/600 PCI,2009,-1,0,14,203
1879,Radeon HD 2400 PCI,2009,-1,0,14,86
1880,GeForce 7000M,2010,-1,0,13,239
1881,GeForce 7000M / nForce 610M,2009,-1,0,13,188
1882,GeForce FX 5600,2009,-1,0,13,168
1883,GeForce FX Go5300,2009,-1,0,13,159
1884,GeForce FX 5200 Ultra,2009,-1,0,12,138
1885,GeForce FX 5200SE,2013,-1,0,12,194
1886,FireMV 2400 PCIe,2011,-1,0,11,283
1887,Intel Q33 Express,2009,-1,0,11,325
1888,PHDGD Solo 1.2.0 x86,2015,-1,0,11,169
1889,RGH Drivers v3,2016,-1,0,11,312
1890,Familia Intel Q33 Express Chipset,2019,-1,0,10,331
1891,Master X3100 Driver,2017,-1,0,10,79
1892,Matrox M9148 LP PCIe x16,2010,-1,0,10,245
1893,Matrox Millennium P690 PCIe x16,2009,-1,0,10,305
1894,MOBILITY IGP 9000/9100,2009,-1,0,10,125
1895,VIA Chrome9 HD IGP,2010,-1,0,10,114
1896,ASUS A7000,2010,-1,0,9,164
1897,GeCube RADEON 7000,2010,-1,0,9,144
1898,GeForce FX 5600XT,2009,-1,0,9,166
1899,Matrox Parhelia 256MB,2009,-1,0,9,140
1900,ASUS V9520-X V62.11,2011,-1,0,8,208
1901,GeForce FX 5100,2009,-1,0,8,247
1902,GeForce FX 5200,2010,-1,69.9,8,154
1903,GeForce FX 5500,2009,-1,36.9,8,152
1904,GeForce FX Go 5200,2010,-1,0,8,190
1905,Intel 82945G Express-Chipsatzfamilie,2016,-1,0,8,240
1906,Intel Q35 Embedded,2011,-1,0,8,303
1907,Mobile Intel 965 Express - BR-0907-0461 v1839,2016,-1,0,8,124
1908,MOBILITY RADEON 9000 IGP,2009,-1,0,8,143
1909,Quadro FX 500/FX 600,2009,-1,0,8,151
1910,Quadro NVS 280 PCI,2009,-1,59.5,8,261
1911,Famille de jeu de puces Express Intel 946GZ,2016,-1,0,7,230
1912,GeForce FX 5200LE,2009,-1,42.9,7,170
1913,GeForce4 MX Integrated GPU,2009,-1,0,7,198
1914,GeForce4 Ti 4400,2009,-1,0,7,170
1915,GeForce4 Ti 4800 SE,2009,-1,0,7,187
1916,Intel Media Accelerator 600,2011,-1,0,7,58
1917,Intel US15 Embedded Media and Controller,2015,-1,0,7,67
1918,Matrox Millennium P690 Plus LP PCIe x16,2009,-1,0,7,251
1919,Quadro4 380 XGL,2009,-1,0,7,225
1920,RADEON 8500 Family,2009,-1,0,7,146
1921,64MB DDR GeForce3 Ti 200,2009,-1,0,6,218
1922,ALL-IN-WONDER RADEON 8500DV,2010,-1,0,6,128
1923,GeForce PCX 5300,2009,-1,0,6,197
1924,GeForce2 Ultra,2009,-1,0,6,147
1925,GeForce4 440 Go 64M,2009,-1,0,6,156
1926,GeForce4 448 Go,2009,-1,0,6,199
1927,GeForce4 Ti 4200,2009,-1,0,6,154
1928,GeForce4 Ti 4600,2009,-1,53.9,6,173
1929,GeForce4 Ti 4800,2009,-1,0,6,190
1930,Intel 82915G Express,2010,-1,0,6,206
1931,Intel 946GZ Express,2009,-1,0,6,243
1932,Intel Q965/Q963 Express,2009,-1,0,6,235
1933,Matrox M9120 Plus LP PCIe x16,2009,-1,0,6,38
1934,Matrox Parhelia APVe,2009,-1,0,6,275
1935,Mobile Intel 945GM Express,2011,-1,0,6,223
1936,MOBILITY RADEON 7000 IGP,2009,-1,0,6,151
1937,MOBILITY RADEON 9000/9100 IGP,2009,-1,0,6,118
1938,Quadro 280 NVS PCIe,2009,-1,0,6,185
1939,Quadro NVS 55/280 PCI,2009,-1,0,6,116
1940,RADEON 9100 Family,2009,-1,0,6,163
1941,RADEON IGP 350M,2009,-1,0,6,136
1942,V9560XT V62.11,2016,-1,0,6,86
1943,VIA/S3G UniChromeII,2009,-1,0,6,225
1944,ALL-IN-WONDER 9000,2009,-1,0,5,103
1945,ASUS AGP-V3800PRO v31.40H,2013,-1,0,5,149
1946,GeForce 256,2009,-1,42,5,201
1947,GeForce2 MX with DVI-D and TV-out,2009,-1,0,5,187
1948,GeForce2 Ti,2009,-1,0,5,149
1949,GeForce3,2009,-1,0,5,120
1950,GeForce4 420 Go 32M,2009,-1,0,5,168
1951,GeForce4 440,2015,-1,0,5,193
1952,GeForce4 MX 4000,2009,-1,0,5,131
1953,GeForce4 MX 420,2009,-1,0,5,168
1954,GeForce4 MX 440,2009,-1,0,5,140
1955,GeForce4 MX 440 with AGP8X,2009,-1,0,5,157
1956,GeForce4 MX 440SE,2009,-1,0,5,159
1957,Intel 82865G Controller,2009,-1,0,5,194
1958,Intel 915G/915GV/910GL Embedded Controller Functio,2016,-1,0,5,41
1959,Intel 945G Embedded Chipset Function 0,2016,-1,0,5,251
1960,Matrox M9128 LP PCIe x16,2011,-1,0,5,77
1961,Matrox Millennium P650 PCIe 128,2009,-1,0,5,287
1962,Mobile Intel 945GM/GU Express,2011,-1,0,5,223
1963,MOBILITY FIREGL 7800,2009,-1,0,5,86
1964,Quadro2 MXR/EX,2010,-1,0,5,142
1965,Quadro4 900 XGL,2009,-1,0,5,194
1966,Quadro4 980 XGL,2009,-1,341.4,5,181
1967,RADEON 7500 Family,2009,-1,0,5,125
1968,RADEON 9000,2009,-1,0,5,126
1969,RADEON 9100 IGP,2010,-1,0,5,128
1970,SAPPHIRE RADEON 9000 ATLANTIS PRO,2009,-1,0,5,158
1971,VIA/S3G UniChrome Pro IGP,2009,-1,0,5,164
1972,WinFast A250 LE,2014,-1,0,5,197
1973,Xabre,2012,-1,0,5,28
1974,XGI Volari Family v1.13.23.D_V,2009,-1,0,5,34
1975,ABIT Siluro T400,2015,-1,0,4,151
1976,Dell 8200,2009,-1,0,4,205
1977,GeForce 6200A,2014,-1,54.9,4,117
1978,GeForce2 Go,2009,-1,0,4,95
1979,GeForce2 GTS/GeForce2 Pro,2012,-1,0,4,136
1980,GeForce2 Integrated GPU,2009,-1,0,4,171
1981,GeForce2 MX/MX 400,2009,-1,0,4,129
1982,GeForce3 Ti 200,2009,-1,0,4,140
1983,GeForce4 4200 Go,2010,-1,0,4,173
1984,GeForce4 440 Go,2009,-1,0,4,140
1985,GeForce4 MX 460,2009,-1,0,4,176
1986,Intel 82915G/915GV/910GL,2020,-1,0,4,95
1987,Intel 865 Embedded Controller,2010,-1,0,4,20
1988,"Intel 915G,910G Express",2015,-1,0,4,166
1989,Intel Q35 Express,2009,-1,0,4,50
1990,Mobile Intel 915GM/GMS/910GML Express,2012,-1,0,4,203
1991,MOBILITY RADEON 7500,2009,-1,0,4,103
1992,MOBILITY/RADEON 9000,2011,-1,0,4,153
1993,RADEON 7000 / RADEON VE Family,2010,-1,0,4,107
1994,RADEON 9000 Family,2010,-1,0,4,123
1995,RADEON 9200,2009,-1,39.9,4,135
1996,RADEON IGP 320,2013,-1,0,4,44
1997,Radeon IGP 320M,2009,-1,0,4,101
1998,RIVA TNT2 Model 64/Model 64 Pro,2009,-1,0,4,107
1999,VIA Chrome9 HC IGP,2009,-1,0,4,167
2000,VIA Chrome9 HC IGP Family,2009,-1,0,4,178
2001,VIA Chrome9 HC IGP Family WDDM,2009,-1,0,4,165
2002,VIA/S3G KM400/KN400,2009,-1,0,4,124
2003,VIA/S3G UniChrome IGP,2009,-1,0,4,164
2004,64MB GeForce2 MX with TV Out,2009,-1,0,3,98
2005,AMIGAMERLIN 3.1-R1 For Voodoo 4 4500 PCI,2019,-1,0,3,110
2006,GeForce2 MX,2011,-1,0,3,143
2007,GeForce2 MX 100/200,2009,-1,0,3,119
2008,GeForce3 Ti 500,2009,-1,0,3,116
2009,GeForce4 420 Go,2009,-1,0,3,147
2010,Intel 82845G/GL Controller,2009,-1,0,3,176
2011,Intel 82845G/GL/GE/PE/GV Controller,2009,-1,0,3,159
2012,Intel 82915G/GV/910GL Advanced v3.5,2010,-1,0,3,94
2013,Intel 82915G/GV/910GL Express,2010,-1,0,3,142
2014,Intel 946GZ Embedded Chipset Function 0,2017,-1,0,3,66
2015,Intel GMA 3150 Express,2009,-1,0,3,66
2016,Intel Media Accelerator 3150,2009,-1,0,3,86
2017,Intel Media Accelerator 500,2011,-1,0,3,71
2018,Matrox Parhelia 128MB,2009,-1,549.9,3,107
