Videocard_Name,Price1,G3D_Mark,Videocard_Value2,G2D_Mark,TDP,Power_Perf,Test_Date5,Category 
Quadro FX 350M,NA,62,NA,257,15,4.15,9-May,Workstation
GeForce 7500 LE,NA,61,NA,157,NA,NA,12-Aug,Desktop
Mobile Intel 45 Express,NA,61,NA,117,NA,NA,10-Dec,Unknown
SAPPHIRE Radeon X1550,NA,61,NA,285,NA,NA,10-Feb,Unknown
Intel G45/G43 Express Chipset,NA,60,NA,91,24,2.52,9-Apr,Desktop
MOBILITY RADEON X700 XL,NA,60,NA,189,NA,NA,10-Feb,Unknown
Radeon 2100,$121.02*,60,0.49,286,NA,NA,9-Apr,Unknown
FireGL X1,NA,59,NA,167,NA,NA,9-Apr,Unknown
GeForce 6800 XE,NA,59,NA,166,NA,NA,9-May,Unknown
GeForce 8400M G,NA,59,NA,241,10,5.87,9-Apr,Mobile
GeForce FX 5950 Ultra,NA,59,NA,274,NA,NA,9-Apr,Desktop
Matrox G200e WDDM 1.2,NA,59,NA,505,NA,NA,13-Oct,Unknown
Quadro NVS 130M,NA,59,NA,330,10,5.93,9-Apr,Workstation
RADEON 9800 PRO,NA,59,NA,153,NA,NA,9-Sep,Desktop
Intel - Express Chipset Q45/Q43,NA,58,NA,336,NA,NA,11-Aug,Unknown
RADEON 9800,$210.52*,58,0.27,191,NA,NA,10-Oct,Desktop
Radeon X1300,$16.99*,58,3.44,237,NA,NA,9-Jul,Desktop
GeForce 8200M G,NA,57,NA,202,19.2,2.96,9-Apr,Mobile
Intel - Express Chipset G41,NA,57,NA,325,NA,NA,11-Dec,Unknown
Intel G41 Express-Chipsatz,NA,57,NA,267,NA,NA,12-Apr,Unknown
Intel Q45/Q43 Express-Chipsatz,NA,57,NA,352,NA,NA,10-Mar,Unknown
Quadro NVS 135M,NA,57,NA,272,10,5.69,10-Feb,Workstation
RADEON 9800 XT,NA,57,NA,160,NA,NA,9-Sep,Desktop
RADEON X600 256MB HyperMemory,NA,57,NA,210,NA,NA,9-Apr,Desktop
GeForce 7300 LE,$32.00*,56,1.74,285,NA,NA,12-May,Desktop
RADEON X550XT,NA,56,NA,224,NA,NA,9-Jul,Unknown
RADEON 9700 PRO,NA,54,NA,149,NA,NA,9-Apr,Desktop
FireGL V3100,NA,53,NA,275,NA,NA,9-May,Workstation
Matrox G200eh WDDM 1.2,NA,52,NA,448,NA,NA,14-Sep,Unknown
RADEON E2400,NA,52,NA,287,NA,NA,11-Sep,Unknown
Radeon Xpress 1300,NA,52,NA,266,NA,NA,14-Mar,Unknown
FirePro 2450,$278.00*,51,0.18,482,36,1.42,10-Jan,Workstation
GeForce 6600 LE,NA,51,NA,234,NA,NA,9-Apr,Desktop
GeForce FX Go5700,NA,51,NA,171,NA,NA,9-May,Unknown
Intel G41 Express Chipset,NA,51,NA,86,NA,NA,9-Apr,Unknown
Mobility Radeon HD 2300,NA,51,NA,211,NA,NA,12-Oct,Mobile
RADEON X550,NA,51,NA,266,NA,NA,9-Jul,Desktop
GeForce Go 7300,NA,50,NA,220,NA,NA,12-Aug,Mobile
Matrox G200eW WDDM 1.2,NA,50,NA,397,NA,NA,14-Feb,Unknown
MOBILITY RADEON X600,NA,50,NA,209,NA,NA,9-Apr,Mobile
128MB RADEON X600 SE,NA,49,NA,229,NA,NA,9-Oct,Unknown
Matrox G200eh WDDM 2.0,NA,49,NA,137,NA,NA,17-Apr,Unknown
Mobility Radeon X2300 HD,NA,49,NA,244,NA,NA,9-Jun,Unknown
MOBILITY RADEON X600 SE,NA,49,NA,233,NA,NA,9-Oct,Unknown
Radeon X1050,NA,49,NA,245,NA,NA,9-Apr,Desktop
Radeon X1600,NA,49,NA,209,NA,NA,9-May,Unknown
Mobility Radeon X2300,NA,48,NA,263,NA,NA,12-Sep,Mobile
Quadro NVS 110M,NA,48,NA,236,10,4.76,9-Apr,Workstation
Radeon X1550 64-bit,NA,48,NA,257,NA,NA,9-Dec,Unknown
Quadro NVS 120M,NA,47,NA,274,10,4.7,9-May,Workstation
SAPPHIRE RADEON 9600 ATLANTIS,NA,47,NA,149,NA,NA,9-May,Unknown
FireMV 2250,$105.99*,46,0.43,290,NA,NA,9-Aug,Unknown
MOBILITY RADEON 9800,NA,46,NA,110,NA,NA,9-Jul,Mobile
GeForce 7300 SE/7200 GS,NA,45,NA,77,NA,NA,9-Oct,Workstation
GeForce Go 6600 TE/6200 TE,NA,45,NA,223,NA,NA,9-May,Unknown
GeForce Go 7200,NA,45,NA,199,NA,NA,12-Aug,Mobile
Matrox G200eW,NA,45,NA,158,NA,NA,12-Mar,Unknown
Mobile Intel 4 Express-Chipsatzfamilie,NA,45,NA,251,NA,NA,13-Apr,Unknown
Mobile Intel serie 4 Express,NA,45,NA,232,NA,NA,13-Mar,Unknown
MOBILITY FireGL V5200,NA,45,NA,248,NA,NA,12-Aug,Workstation
128 DDR Radeon 9700 TX w/TV-Out,NA,44,NA,152,NA,NA,11-Mar,Unknown
GeForce 6200,$39.99*,44,1.11,163,NA,NA,9-Apr,Desktop
GeForce 7100 GS,NA,44,NA,287,NA,NA,9-Apr,Desktop
Mobility Radeon X1400,NA,43,NA,226,NA,NA,9-Apr,Mobile
RADEON 9600 PRO,NA,43,NA,163,NA,NA,11-Jan,Desktop
Radeon Xpress 1250,NA,43,NA,197,NA,NA,12-Aug,Unknown
RADEON 9500 PRO / 9700,NA,42,NA,157,NA,NA,9-Apr,Unknown
GeForce FX 5700,NA,41,NA,173,NA,NA,9-Apr,Desktop
GeForce FX 5900 Ultra,NA,41,NA,170,NA,NA,9-May,Desktop
Gigabyte RADEON X300,NA,41,NA,209,NA,NA,9-Apr,Unknown
Matrox G200eh,NA,41,NA,449,NA,NA,13-Nov,Unknown
MOBILITY FIREGL T2,NA,41,NA,171,NA,NA,9-Oct,Workstation
GeForce FX 5900XT,NA,40,NA,134,NA,NA,9-Apr,Desktop
Mobility Radeon X1300,NA,40,NA,222,NA,NA,9-Sep,Mobile
Mobility Radeon X1350,NA,40,NA,274,NA,NA,9-May,Mobile
Radeon Xpress 1300M,NA,40,NA,195,NA,NA,11-Aug,Unknown
S3 Chrome 430 ULP,NA,40,NA,310,NA,NA,9-Jun,Unknown
GeForce 7300 SE,NA,39,NA,251,NA,NA,9-Apr,Desktop
GIGABYTE RADEON 9600 PRO,NA,39,NA,129,NA,NA,9-Jul,Unknown
Mobile Intel - famiglia Express Chipset 45,NA,39,NA,264,NA,NA,11-Oct,Unknown
MOBILITY RADEON 9600/9700,NA,39,NA,165,NA,NA,10-Nov,Mobile
256MB DDR Radeon 9800 XT,NA,38,NA,192,NA,NA,9-Apr,Unknown
GeForce 6500,NA,38,NA,300,NA,NA,9-Apr,Desktop
GeForce 7025 / nForce 630a,NA,38,NA,66,NA,NA,12-Mar,Unknown
Quadro NVS 285 128MB,$55.00*,38,0.7,313,NA,NA,9-Oct,Unknown
Quadro NVS 440,$124.99*,38,0.3,358,NA,NA,9-Apr,Unknown
RADEON X300SE,NA,38,NA,242,NA,NA,9-Apr,Unknown
Matrox G200eR,NA,37,NA,400,NA,NA,13-Oct,Unknown
Radeon X1250,NA,37,NA,199,NA,NA,9-May,Unknown
CONNECT 3D RADEON X300,NA,36,NA,191,NA,NA,9-Apr,Unknown
FireMV 2200 PCIe,$89.99*,36,0.4,259,NA,NA,11-Mar,Workstation
MOBILITY RADEON 9600,NA,36,NA,172,NA,NA,9-Jun,Mobile
Quadro FX 1100,$212.99*,36,0.17,178,NA,NA,9-Apr,Workstation
RADEON 9500,$40.50*,36,0.9,173,NA,NA,11-Jun,Desktop
Radeon Xpress 1200,NA,36,NA,192,NA,NA,9-May,Unknown
GeForce FX 5900,NA,35,NA,188,NA,NA,9-Apr,Desktop
GeForce PCX 5750,NA,35,NA,310,NA,NA,10-Jun,Desktop
Quadro NVS 285,$27.99*,35,1.26,334,NA,NA,12-Mar,Unknown
RADEON 9550,$31.88*,35,1.09,145,NA,NA,9-Jul,Desktop
RADEON 9600 XT,NA,35,NA,147,NA,NA,9-Dec,Desktop
GeForce FX 5700 Ultra,NA,34,NA,126,NA,NA,9-Apr,Desktop
GeForce PCX 5900,NA,34,NA,258,NA,NA,9-Apr,Desktop
Mobile Intel 965 Express,NA,34,NA,77,NA,NA,10-Jan,Unknown
MOBILITY FIREGL T2/T2e,NA,34,NA,171,NA,NA,12-Feb,Workstation
MOBILITY RADEON X300,NA,34,NA,204,NA,NA,9-Apr,Mobile
Quadro FX 1000,NA,34,NA,266,NA,NA,9-Apr,Workstation
Quadro FX 1300,NA,34,NA,276,55,0.63,9-Apr,Workstation
Radeon Xpress 1100,NA,34,NA,187,NA,NA,9-Apr,Unknown
GeForce 6150 LE,NA,33,NA,85,NA,NA,12-May,Unknown
GeForce 6200 TurboCache,NA,33,NA,157,NA,NA,9-Apr,Unknown
GeForce 7150 / nForce 630i,NA,33,NA,254,NA,NA,12-Mar,Unknown
GeForce FX 5700VE,NA,33,NA,161,NA,NA,9-Apr,Desktop
GeForce FX 5900ZT,NA,33,NA,129,NA,NA,9-May,Desktop
Intel Media Accelerator,NA,33,NA,78,NA,NA,15-Jul,Unknown
Mobility Radeon X1450,NA,33,NA,205,NA,NA,9-Apr,Mobile
Radeon X1200,NA,33,NA,169,NA,NA,10-Oct,Unknown
GeForce 6200 A-LE,NA,32,NA,192,NA,NA,9-Apr,Desktop
GeForce 7050 PV / nForce 630a,NA,32,NA,160,NA,NA,9-Jun,Unknown
Matrox M9138 LP PCIe x16,NA,32,NA,312,NA,NA,9-Nov,Unknown
Red Hat QXL controller,NA,32,NA,270,NA,NA,15-Sep,Unknown
FireGL T2-128,NA,31,NA,178,NA,NA,9-Sep,Workstation
GeForce 6150SE nForce 430,NA,31,NA,55,NA,NA,12-Aug,Unknown
GeForce 6200 LE,$41.24*,31,0.75,105,NA,NA,12-Aug,Desktop
GeForce 7050 / nForce 620i,NA,31,NA,251,NA,NA,9-Jun,Unknown
GeForce 7100 / nForce 630i,NA,31,NA,301,NA,NA,9-Jun,Desktop
Intel G35 Express,NA,31,NA,317,NA,NA,10-Sep,Unknown
OpenXT Display Driver,NA,31,NA,485,NA,NA,16-Aug,Unknown
Radeon X1270,NA,31,NA,169,NA,NA,10-Oct,Unknown
All-in-Wonder X1800XL,NA,30,NA,283,NA,NA,11-Oct,Unknown
MOBILITY RADEON 9550,NA,30,NA,166,NA,NA,12-Dec,Mobile
Radeon Xpress 1150,NA,30,NA,192,NA,NA,9-Aug,Unknown
RADEON XPRESS 200,NA,30,NA,188,NA,NA,9-Oct,Unknown
GeForce 6200SE TurboCache,NA,29,NA,275,NA,NA,9-Apr,Unknown
Radeon 9550 / X1050,NA,29,NA,150,NA,NA,10-May,Unknown
GeForce 7050 / nForce 610i,NA,28,NA,290,NA,NA,9-May,Unknown
GeForce 7050 / nForce 630i,NA,27,NA,281,NA,NA,10-Feb,Unknown
MOBILITY FireGL V5250,NA,27,NA,252,NA,NA,9-Apr,Workstation
MOBILITY RADEON 9700,NA,27,NA,158,NA,NA,9-Apr,Mobile
MOBILITY RADEON XPRESS 200,NA,27,NA,176,NA,NA,9-Apr,Unknown
RADEON 9600 PRO Family,NA,27,NA,148,NA,NA,10-Dec,Unknown
RADEON 9600SE,NA,27,NA,143,NA,NA,9-May,Unknown
Radeon Xpress 1270,NA,27,NA,191,NA,NA,9-Nov,Unknown
GeForce 7100 / nForce 620i,NA,26,NA,229,NA,NA,9-Jun,Unknown
Matrox M9125 PCIe x16,NA,26,NA,138,NA,NA,9-Nov,Unknown
PHDGD Sapphire GR for Mobile Intel 965,NA,26,NA,243,NA,NA,17-Dec,Unknown
GeForce 6100 nForce 400,NA,25,NA,242,NA,NA,9-Jun,Unknown
GeForce 6100 nForce 420,NA,25,NA,234,NA,NA,9-Jul,Unknown
GeForce 6150SE,NA,25,NA,266,NA,NA,9-Apr,Unknown
GeForce FX 5700LE,NA,25,NA,147,NA,NA,9-Apr,Desktop
MOBILITY RADEON 9600 PRO TURBO,NA,25,NA,137,NA,NA,9-May,Unknown
RADEON 9600 Family,NA,25,NA,150,NA,NA,9-Apr,Unknown
GeForce Go 6400,NA,24,NA,212,NA,NA,9-Apr,Mobile
Mobile Intel 965 Express-Chipsatzfamilie,NA,24,NA,203,NA,NA,14-Jul,Unknown
Quadro NVS 210S,NA,24,NA,265,NA,NA,9-Nov,Unknown
RADEON 9800 SE,NA,24,NA,131,NA,NA,9-May,Desktop
ALL-IN-WONDER 9800,NA,23,NA,139,NA,NA,11-Aug,Unknown
GeForce 6100 nForce 430,NA,23,NA,249,NA,NA,9-Apr,Unknown
GeForce 7200 GS,NA,23,NA,98,NA,NA,9-Nov,Desktop
Matrox M9140 LP PCIe x16,NA,23,NA,390,NA,NA,9-May,Unknown
RADEON A9800XT,NA,23,NA,145,NA,NA,20-Jan,Unknown
RADEON XPRESS 200M,NA,23,NA,176,NA,NA,9-Apr,Unknown
9xx Soldiers sans frontiers Sigma 2,NA,22,NA,253,NA,NA,14-Feb,Unknown
GeForce 6100 nForce 405,NA,22,NA,211,NA,NA,9-Apr,Unknown
GeForce 6150,$299.42*,22,0.07,250,NA,NA,12-Jan,Unknown
GeForce 6100,NA,21,NA,209,NA,NA,9-Apr,Unknown
Quadro NVS 210S / GeForce 6150LE,NA,21,NA,272,NA,NA,9-Sep,Unknown
Matrox M9120 PCIe x16,NA,20,NA,870,NA,NA,10-Aug,Unknown
PHDGD Solo 2 x64,NA,20,NA,183,NA,NA,16-Jun,Unknown
QXL KMDOD,NA,19,NA,203,NA,NA,14-Sep,Unknown
GeForce 7150M / nForce 630M,NA,18,NA,194,NA,NA,9-Apr,Unknown
GeForce FX Go 5600,NA,18,NA,186,NA,NA,9-Sep,Mobile
GeForce Go 6100,NA,18,NA,181,NA,NA,9-Apr,Unknown
GeForce Go 6150,NA,18,NA,179,NA,NA,9-Oct,Unknown
Intel G965 Express,NA,18,NA,228,NA,NA,9-Apr,Unknown
Mobile Intel965 Express,NA,18,NA,264,NA,NA,18-Jun,Unknown
Quadro FX 2000,NA,18,NA,146,NA,NA,9-Sep,Workstation
RADEON 9600 TX Family,NA,18,NA,138,NA,NA,10-Sep,Unknown
RADEON XPRESS 200 CROSSFIRE,NA,18,NA,164,NA,NA,14-May,Unknown
S3 Chrome S25 DDR2,NA,18,NA,252,NA,NA,11-Oct,Unknown
GeForce FX 5600 Ultra,NA,17,NA,122,NA,NA,9-Apr,Desktop
GeForce FX Go5650,NA,17,NA,211,NA,NA,9-May,Unknown
GRID V100-8Q,NA,16,NA,149,NA,NA,18-May,Unknown
GeForce Go 6200,NA,15,NA,204,NA,NA,9-Apr,Mobile
NV44,NA,15,NA,251,NA,NA,11-Feb,Unknown
Quadro FX 500/600 PCI,NA,14,NA,203,NA,NA,9-Apr,Unknown
Radeon HD 2400 PCI,NA,14,NA,86,NA,NA,9-Apr,Unknown
GeForce 7000M,NA,13,NA,239,NA,NA,10-Feb,Mobile
GeForce 7000M / nForce 610M,NA,13,NA,188,NA,NA,9-Apr,Unknown
GeForce FX 5600,NA,13,NA,168,NA,NA,9-Apr,Desktop
GeForce FX Go5300,NA,13,NA,159,NA,NA,9-Aug,Unknown
GeForce FX 5200 Ultra,NA,12,NA,138,NA,NA,9-Apr,Desktop
GeForce FX 5200SE,NA,12,NA,194,NA,NA,13-Sep,Unknown
FireMV 2400 PCIe,NA,11,NA,283,NA,NA,11-Jan,Workstation
Intel Q33 Express,NA,11,NA,325,NA,NA,9-Apr,Unknown
PHDGD Solo 1.2.0 x86,NA,11,NA,169,NA,NA,15-Feb,Unknown
RGH Drivers v3,NA,11,NA,312,NA,NA,16-Sep,Unknown
Familia Intel Q33 Express Chipset,NA,10,NA,331,NA,NA,19-Nov,Unknown
Master X3100 Driver,NA,10,NA,79,NA,NA,17-Feb,Unknown
Matrox M9148 LP PCIe x16,NA,10,NA,245,NA,NA,10-Feb,Unknown
Matrox Millennium P690 PCIe x16,NA,10,NA,305,NA,NA,9-Apr,Unknown
MOBILITY IGP 9000/9100,NA,10,NA,125,NA,NA,9-Apr,Unknown
VIA Chrome9 HD IGP,NA,10,NA,114,NA,NA,10-Jul,Unknown
ASUS A7000,NA,9,NA,164,NA,NA,10-Jan,Unknown
GeCube RADEON 7000,NA,9,NA,144,NA,NA,10-Jan,Unknown
GeForce FX 5600XT,NA,9,NA,166,NA,NA,9-Apr,Unknown
Matrox Parhelia 256MB,NA,9,NA,140,NA,NA,9-Nov,Unknown
ASUS V9520-X V62.11,NA,8,NA,208,NA,NA,11-Jan,Unknown
GeForce FX 5100,NA,8,NA,247,NA,NA,9-Jul,Unknown
GeForce FX 5200,$69.99*,8,0.11,154,NA,NA,10-Sep,Desktop
GeForce FX 5500,$36.99*,8,0.23,152,NA,NA,9-Apr,Desktop
GeForce FX Go 5200,NA,8,NA,190,NA,NA,10-Jun,Mobile
Intel 82945G Express-Chipsatzfamilie,NA,8,NA,240,NA,NA,16-May,Unknown
Intel Q35 Embedded,NA,8,NA,303,NA,NA,11-Jun,Unknown
Mobile Intel 965 Express - BR-0907-0461 v1839,NA,8,NA,124,NA,NA,16-May,Unknown
MOBILITY RADEON 9000 IGP,NA,8,NA,143,NA,NA,9-Dec,Unknown
Quadro FX 500/FX 600,NA,8,NA,151,NA,NA,9-Apr,Unknown
Quadro NVS 280 PCI,$59.50*,8,0.14,261,NA,NA,9-Apr,Unknown
Famille de jeu de puces Express Intel 946GZ,NA,7,NA,230,NA,NA,16-Apr,Unknown
GeForce FX 5200LE,$42.99*,7,0.16,170,NA,NA,9-May,Unknown
GeForce4 MX Integrated GPU,NA,7,NA,198,NA,NA,9-Apr,Unknown
GeForce4 Ti 4400,NA,7,NA,170,NA,NA,9-Apr,Unknown
GeForce4 Ti 4800 SE,NA,7,NA,187,NA,NA,9-May,Unknown
Intel Media Accelerator 600,NA,7,NA,58,NA,NA,11-Jun,Unknown
Intel US15 Embedded Media and Controller,NA,7,NA,67,NA,NA,15-Sep,Unknown
Matrox Millennium P690 Plus LP PCIe x16,NA,7,NA,251,NA,NA,9-Sep,Unknown
Quadro4 380 XGL,NA,7,NA,225,NA,NA,9-Jul,Unknown
RADEON 8500 Family,NA,7,NA,146,NA,NA,9-Sep,Unknown
64MB DDR GeForce3 Ti 200,NA,6,NA,218,NA,NA,9-Dec,Unknown
ALL-IN-WONDER RADEON 8500DV,NA,6,NA,128,NA,NA,10-Dec,Unknown
GeForce PCX 5300,NA,6,NA,197,NA,NA,9-May,Desktop
GeForce2 Ultra,NA,6,NA,147,NA,NA,9-May,Desktop
GeForce4 440 Go 64M,NA,6,NA,156,NA,NA,9-May,Unknown
GeForce4 448 Go,NA,6,NA,199,NA,NA,9-May,Unknown
GeForce4 Ti 4200,NA,6,NA,154,NA,NA,9-Apr,Unknown
GeForce4 Ti 4600,$53.99*,6,0.1,173,NA,NA,9-Apr,Desktop
GeForce4 Ti 4800,NA,6,NA,190,NA,NA,9-Oct,Unknown
Intel 82915G Express,NA,6,NA,206,NA,NA,10-Mar,Unknown
Intel 946GZ Express,NA,6,NA,243,NA,NA,9-Apr,Unknown
Intel Q965/Q963 Express,NA,6,NA,235,NA,NA,9-Apr,Unknown
Matrox M9120 Plus LP PCIe x16,NA,6,NA,38,NA,NA,9-Oct,Unknown
Matrox Parhelia APVe,NA,6,NA,275,NA,NA,9-Nov,Unknown
Mobile Intel 945GM Express,NA,6,NA,223,NA,NA,11-Sep,Unknown
MOBILITY RADEON 7000 IGP,NA,6,NA,151,NA,NA,9-Apr,Unknown
MOBILITY RADEON 9000/9100 IGP,NA,6,NA,118,NA,NA,9-May,Unknown
Quadro 280 NVS PCIe,NA,6,NA,185,NA,NA,9-Jun,Unknown
Quadro NVS 55/280 PCI,NA,6,NA,116,NA,NA,9-May,Unknown
RADEON 9100 Family,NA,6,NA,163,NA,NA,9-Jun,Unknown
RADEON IGP 350M,NA,6,NA,136,NA,NA,9-Aug,Unknown
V9560XT V62.11,NA,6,NA,86,NA,NA,16-Jan,Unknown
VIA/S3G UniChromeII,NA,6,NA,225,NA,NA,9-Dec,Unknown
ALL-IN-WONDER 9000,NA,5,NA,103,NA,NA,9-Dec,Unknown
ASUS AGP-V3800PRO v31.40H,NA,5,NA,149,NA,NA,13-Jun,Unknown
GeForce 256,$42.04*,5,0.12,201,NA,NA,9-Apr,Unknown
GeForce2 MX with DVI-D and TV-out,NA,5,NA,187,NA,NA,9-May,Unknown
GeForce2 Ti,NA,5,NA,149,NA,NA,9-May,Desktop
GeForce3,NA,5,NA,120,NA,NA,9-Apr,Desktop
GeForce4 420 Go 32M,NA,5,NA,168,NA,NA,9-Apr,Unknown
GeForce4 440,NA,5,NA,193,NA,NA,15-Mar,Unknown
GeForce4 MX 4000,NA,5,NA,131,NA,NA,9-Apr,Unknown
GeForce4 MX 420,NA,5,NA,168,NA,NA,9-Apr,Desktop
GeForce4 MX 440,NA,5,NA,140,NA,NA,9-Jul,Desktop
GeForce4 MX 440 with AGP8X,NA,5,NA,157,NA,NA,9-Apr,Desktop
GeForce4 MX 440SE,NA,5,NA,159,NA,NA,9-Apr,Unknown
Intel 82865G Controller,NA,5,NA,194,NA,NA,9-May,Unknown
Intel 915G/915GV/910GL Embedded Controller Functio,NA,5,NA,41,NA,NA,16-Jun,Unknown
Intel 945G Embedded Chipset Function 0,NA,5,NA,251,NA,NA,16-Oct,Unknown
Matrox M9128 LP PCIe x16,NA,5,NA,77,NA,NA,11-Jan,Unknown
Matrox Millennium P650 PCIe 128,NA,5,NA,287,NA,NA,9-Nov,Unknown
Mobile Intel 945GM/GU Express,NA,5,NA,223,NA,NA,11-Sep,Unknown
MOBILITY FIREGL 7800,NA,5,NA,86,NA,NA,9-Apr,Workstation
Quadro2 MXR/EX,NA,5,NA,142,NA,NA,10-Mar,Workstation
Quadro4 900 XGL,NA,5,NA,194,NA,NA,9-Jun,Unknown
Quadro4 980 XGL,$341.43*,5,0.01,181,NA,NA,9-Apr,Unknown
RADEON 7500 Family,NA,5,NA,125,NA,NA,9-Oct,Unknown
RADEON 9000,NA,5,NA,126,NA,NA,9-Sep,Desktop
RADEON 9100 IGP,NA,5,NA,128,NA,NA,10-Sep,Unknown
SAPPHIRE RADEON 9000 ATLANTIS PRO,NA,5,NA,158,NA,NA,9-Nov,Unknown
VIA/S3G UniChrome Pro IGP,NA,5,NA,164,NA,NA,9-Apr,Unknown
WinFast A250 LE,NA,5,NA,197,NA,NA,14-Feb,Unknown
Xabre,NA,5,NA,28,NA,NA,12-Jan,Unknown
XGI Volari Family v1.13.23.D_V,NA,5,NA,34,NA,NA,9-Jun,Unknown
ABIT Siluro T400,NA,4,NA,151,NA,NA,15-Nov,Unknown
Dell 8200,NA,4,NA,205,NA,NA,9-Dec,Unknown
GeForce 6200A,$54.99*,4,0.07,117,NA,NA,14-Dec,Desktop
GeForce2 Go,NA,4,NA,95,NA,NA,9-Apr,Mobile
GeForce2 GTS/GeForce2 Pro,NA,4,NA,136,NA,NA,12-Feb,Unknown
GeForce2 Integrated GPU,NA,4,NA,171,NA,NA,9-Apr,Unknown
GeForce2 MX/MX 400,NA,4,NA,129,NA,NA,9-Jul,Unknown
GeForce3 Ti 200,NA,4,NA,140,NA,NA,9-Apr,Unknown
GeForce4 4200 Go,NA,4,NA,173,NA,NA,10-Apr,Mobile
GeForce4 440 Go,NA,4,NA,140,NA,NA,9-Apr,Mobile
GeForce4 MX 460,NA,4,NA,176,NA,NA,9-May,Desktop
Intel 82915G/915GV/910GL,NA,4,NA,95,NA,NA,20-Jan,Unknown
Intel 865 Embedded Controller,NA,4,NA,20,NA,NA,10-Jun,Unknown
"Intel 915G,910G Express",NA,4,NA,166,NA,NA,15-Apr,Unknown
Intel Q35 Express,NA,4,NA,50,NA,NA,9-Apr,Unknown
Mobile Intel 915GM/GMS/910GML Express,NA,4,NA,203,NA,NA,12-Dec,Unknown
MOBILITY RADEON 7500,NA,4,NA,103,NA,NA,9-Nov,Mobile
MOBILITY/RADEON 9000,NA,4,NA,153,NA,NA,11-Dec,Unknown
RADEON 7000 / RADEON VE Family,NA,4,NA,107,NA,NA,10-Jun,Unknown
RADEON 9000 Family,NA,4,NA,123,NA,NA,10-Feb,Unknown
RADEON 9200,$39.95*,4,0.09,135,NA,NA,9-Oct,Desktop
RADEON IGP 320,NA,4,NA,44,NA,NA,13-Aug,Unknown
Radeon IGP 320M,NA,4,NA,101,NA,NA,9-Sep,Unknown
RIVA TNT2 Model 64/Model 64 Pro,NA,4,NA,107,NA,NA,9-Sep,Unknown
VIA Chrome9 HC IGP,NA,4,NA,167,NA,NA,9-Apr,Unknown
VIA Chrome9 HC IGP Family,NA,4,NA,178,NA,NA,9-Apr,Unknown
VIA Chrome9 HC IGP Family WDDM,NA,4,NA,165,NA,NA,9-Apr,Unknown
VIA/S3G KM400/KN400,NA,4,NA,124,NA,NA,9-Apr,Unknown
VIA/S3G UniChrome IGP,NA,4,NA,164,NA,NA,9-Apr,Unknown
64MB GeForce2 MX with TV Out,NA,3,NA,98,NA,NA,9-Apr,Unknown
AMIGAMERLIN 3.1-R1 For Voodoo 4 4500 PCI,NA,3,NA,110,NA,NA,19-Dec,Unknown
GeForce2 MX,NA,3,NA,143,NA,NA,11-Jul,Desktop
GeForce2 MX 100/200,NA,3,NA,119,NA,NA,9-Sep,Unknown
GeForce3 Ti 500,NA,3,NA,116,NA,NA,9-Nov,Unknown
GeForce4 420 Go,NA,3,NA,147,NA,NA,9-Oct,Mobile
Intel 82845G/GL Controller,NA,3,NA,176,NA,NA,9-Apr,Unknown
Intel 82845G/GL/GE/PE/GV Controller,NA,3,NA,159,NA,NA,9-Apr,Unknown
Intel 82915G/GV/910GL Advanced v3.5,NA,3,NA,94,NA,NA,10-Oct,Unknown
Intel 82915G/GV/910GL Express,NA,3,NA,142,NA,NA,10-Jun,Unknown
Intel 946GZ Embedded Chipset Function 0,NA,3,NA,66,NA,NA,17-May,Unknown
Intel GMA 3150 Express,NA,3,NA,66,NA,NA,9-Dec,Unknown
Intel Media Accelerator 3150,NA,3,NA,86,NA,NA,9-Dec,Unknown
Intel Media Accelerator 500,NA,3,NA,71,NA,NA,11-Feb,Unknown
Matrox Parhelia 128MB,$549.99*,3,0.01,107,NA,NA,9-Apr,Unknown
Mobile Intel 945 Express,NA,3,NA,23,NA,NA,11-Jan,Unknown
MOBILITY RADEON 9000,NA,3,NA,111,NA,NA,9-May,Mobile
MOBILITY RADEON 9100 IGP,NA,3,NA,128,NA,NA,9-Oct,Unknown
MOBILITY RADEON 9200,NA,3,NA,145,NA,NA,11-Mar,Mobile
Radeon 7000 / Radeon VE,NA,3,NA,99,NA,NA,9-Aug,Unknown
RADEON 7200,$599.99*,3,0,94,NA,NA,11-Jan,Unknown
RADEON 7500,$32.12*,3,0.1,35,NA,NA,12-Jan,Desktop
RADEON 9200 LE Family,NA,3,NA,128,NA,NA,10-Feb,Unknown
RADEON 9200 PRO Family,NA,3,NA,135,NA,NA,11-Nov,Unknown
RADEON 9200 SE,NA,3,NA,129,NA,NA,10-Mar,Desktop
RADEON 9250,$79.95*,3,0.03,127,NA,NA,9-May,Desktop
Radeon IGP 340M,NA,3,NA,102,NA,NA,9-Apr,Unknown
RADEON IGP 345M,NA,3,NA,82,NA,NA,9-Jun,Unknown
Rage Fury Pro/Xpert 2000 Pro,NA,3,NA,53,NA,NA,9-May,Unknown
RIVA TNT2/TNT2 Pro,NA,3,NA,71,NA,NA,9-Apr,Unknown
S3 Inc. Savage4,NA,3,NA,21,NA,NA,11-Aug,Unknown
Vanta/Vanta LT,NA,3,NA,91,NA,NA,9-Apr,Unknown
VIA Chrome9 HC IGP WDDM,NA,3,NA,144,NA,NA,9-Jun,Unknown
